siren,nic,siret,trancheEffectifsEtablissement,etablissementSiege,categorieJuridiqueUniteLegale,denominationUniteLegale,activitePrincipaleUniteLegale,trancheEffectifsUniteLegale,categorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,caractereEmployeurEtablissement,naf.niv4,naf.niv3,naf.niv2,sectionActivitePrincipaleUniteLegale,libelleSectionActivitePrincipaleUniteLegale,libelleActivitePrincipaleUniteLegale,tranche_ca_millesime_1,tranche_ca_millesime_2,tranche_ca_millesime_3,CA,nom_zone_d_activite
534072871,00211,53407287100211,,false,5499,NETCOM BUSINESS SERVICES,46.52Z,12,PME,IMMEUBLE LE MERMOZ,2,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,46.52Z,O,46.52,46.5,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,,,,,aeroparc
534550066,00011,53455006600011,01,true,5499,BATOR PORTES INDUSTRIELLES SARL,46.73A,01,PME,,6,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,46.73A,O,46.73,46.7,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,,,,,aeroparc
534588801,00033,53458880100033,,false,5710,PILOT@GE,43.21B,02,PME,,2,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,43.21B,O,43.21,43.2,43,F,Construction,Travaux d'installation électrique sur la voie publique,,,,,aeroparc
534717269,00029,53471726900029,02,true,5710,DEDALE CONTRACTANT,74.90A,02,PME,,1,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,74.90A,O,74.90,74.9,74,M,"Activités spécialisées, scientifiques et techniques",Activité des économistes de la construction,E + d 1M,E + d 1M,E + d 1M,,aeroparc
535257067,00046,53525706700046,03,false,5710,4 CAD ERP,62.02A,21,PME,,2,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,4 CAD ERP,62.02A,O,62.02,62.0,62,J,Information et communication,Conseil en systèmes et logiciels informatiques,,,,,aeroparc
535401038,00034,53540103800034,,false,5499,DNE,43.22B,02,PME,,12,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,DNE,,43.22B,O,43.22,43.2,43,F,Construction,Travaux d'installation d'équipements thermiques et de climatisation,,,,,aeroparc
537389447,00013,53738944700013,02,true,5499,PH ARCHITECTURE,71.11Z,02,PME,,2,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,71.11Z,O,71.11,71.1,71,M,"Activités spécialisées, scientifiques et techniques",Activités d'architecture,,,,,aeroparc
537653453,00036,53765345300036,,false,5710,CTE MULHOUSE,71.12B,11,PME,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,71.12B,O,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,aeroparc
538718362,00022,53871836200022,01,true,5499,MIRECO,46.76Z,01,PME,2-3 AEROPARC,2,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,46.76Z,O,46.76,46.7,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,,,,,aeroparc
538739814,00043,53873981400043,,false,5710,ASTREE SOFTWARE,62.01Z,12,PME,AEROPARC II,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,62.01Z,N,62.01,62.0,62,J,Information et communication,Programmation informatique,,,,,aeroparc
542095336,06416,54209533606416,01,false,5202,LAGARDERE TRAVEL RETAIL FRANCE,47.62Z,42,GE,PDV 373613 AEROGARE,,AV,DU GENERAL DE GAULLE,67960,ENTZHEIM,,67124,,,RELAY STRASBOURG ENTZHEIM,,47.62Z,O,47.62,47.6,47,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de détail de journaux et papeterie en magasin spécialisé,,,,,aeroparc
545620114,00714,54562011400714,11,false,5599,CIE INDUSTRIELLE APPLICATIONS THERMIQUES,28.25Z,41,GE,,3,RUE,DU TONNELIER,67960,ENTZHEIM,,67124,,,,,46.69B,O,28.25,28.2,28,C,Industrie manufacturière,Fabrication d'équipements aérauliques et frigorifiques industriels,,,,,aeroparc
558501466,00293,55850146600293,12,true,5710,QUONEX GRAND EST,33.20D,21,PME,ZONE AEROPARC II,8,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,,33.20D,N,33.20,33.2,33,C,Industrie manufacturière,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",,,,,aeroparc
558502522,00078,55850252200078,,false,5710,L ALSACE ECONOMIQUE,69.20Z,21,ETI,,3,,RUE DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,69.20Z,O,69.20,69.2,69,M,"Activités spécialisées, scientifiques et techniques",Activités comptables,,,,,aeroparc
592051304,00463,59205130400463,11,false,5710,AGILITY,52.29B,22,PME,AEROPARC D'ENTZHEIM,5,RUE,PEGAZE,67960,ENTZHEIM,,67124,,,,,52.29B,O,52.29,52.2,52,H,Transports et entreposage,Affrètement et organisation des transports,,,,,aeroparc
642002398,00153,64200239800153,02,false,5499,TROX FRANCE SARL,46.69B,12,PME,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,46.74B,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,,,,aeroparc
642044366,00192,64204436600192,01,false,5558,UP,66.19B,41,ETI,,1,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,66.19B,O,66.19,66.1,66,K,Activités financières et d'assurance,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",,,,,aeroparc
652031857,01432,65203185701432,,false,5710,HEWLETT-PACKARD FRANCE,46.51Z,42,ETI,CENTRE D'AFFAIRES OBC,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,46.51Z,O,46.51,46.5,46,G,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",,,,,aeroparc
672041902,00095,67204190200095,NN,false,5599,SEBIA,21.20Z,32,ETI,BATIMENT LE MERMOZ,,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,21.20Z,N,21.20,21.2,21,C,Industrie manufacturière,Fabrication de préparations pharmaceutiques,,,,,aeroparc
678502956,00132,67850295600132,21,true,5710,TRILUX FRANCE SAS,46.47Z,21,PME,AEROPARC ENTZHEIM,5,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,46.47Z,O,46.47,46.4,46,G,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",,,,,aeroparc
702050220,00079,70205022000079,11,true,5710,CHEM TREND FRANCE,46.75Z,11,ETI,,2,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,,46.75Z,O,46.75,46.7,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de produits chimiques,,,,,aeroparc
708503719,00161,70850371900161,11,false,5710,BCB BUSINESS COIFFURE BEAUTE,46.45Z,21,PME,,5,RUE,PEGASE,67960,ENTZHEIM,,67124,,,BCB BUSINESS COIFFURE BEAUTE,BCB BUSINESS COIFFURE BEAUTE,46.45Z,O,46.45,46.4,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,,,,,aeroparc
712056266,00463,71205626600463,11,false,5710,LA DETECTION ELECTRONIQUE FRANCAISE,26.30Z,41,ETI,AEROPARC ENTEHEIM BATIMENT HORIZON,,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,26.30Z,O,26.30,26.3,26,C,Industrie manufacturière,Fabrication d'équipements de communication,,,,,aeroparc
751700287,00046,75170028700046,01,true,5499,DEGERT DESCHLER VOITURE PILOTE,52.21Z,01,PME,AEROPARC 2,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,52.21Z,N,52.21,52.2,52,H,Transports et entreposage,Services auxiliaires des transports terrestres,,,,,aeroparc
752926493,00020,75292649300020,11,true,5710,EMOTRANS FRANCE,52.29B,12,PME,,2,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,EMO FRANCE,EMOTRANS FRANCE,52.29B,O,52.29,52.2,52,H,Transports et entreposage,Affrètement et organisation des transports,,,,,aeroparc
753605104,00029,75360510400029,00,true,5710,MEED SYSTEMS,46.46Z,00,PME,IMMEUBLE LE MILLENIUM,9,RUE,ICARE,67960,ENTZHEIM,,67124,,,MEED SYSTEMS,MEED SYSTEMS,46.46Z,O,46.46,46.4,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,,,,,aeroparc
769800202,00780,76980020200780,11,false,5710,HEPPNER SOCIETE DE TRANSPORTS,52.29B,42,ETI,BATIMENT LOUIS BLERIOT,,,AEROPORT INTERNATIONAL,67960,ENTZHEIM,,67124,,,,,52.29B,O,52.29,52.2,52,H,Transports et entreposage,Affrètement et organisation des transports,,,,,aeroparc
775741440,01502,77574144001502,,false,5710,STRICHER,77.11B,22,ETI,LOT.LES TERRAINS DE LA CHAPELLE 3,,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,,,77.12Z,O,77.11,77.1,77,N,Activités de services administratifs et de soutien,Location de longue durée de voitures et de véhicules automobiles légers,,,,,aeroparc
776056467,00850,77605646700850,11,false,4110,UNION DES GROUPEMENTS D'ACHATS PUBLICS,46.19A,42,ETI,IMMEUBLE SAINT EXUPERY,2,ALL,DES HERONS,67960,ENTZHEIM,,67124,,,DELEGATION REGIONALE,,46.19A,O,46.19,46.1,46,G,Commerce ; réparation d'automobiles et de motocycles,Centrales d'achat non alimentaires,,,,,aeroparc
789168028,00023,78916802800023,,true,5710,BTP-GROUP,46.90Z,01,PME,,15,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,,46.90Z,N,46.90,46.9,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) non spécialisé,,,,,aeroparc
789741543,00027,78974154300027,01,true,5499,L'IMMOBILIERE ALSACIENNE,68.31Z,01,PME,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,68.31Z,O,68.31,68.3,68,L,Activités immobilières,Agences immobilières,,,,,aeroparc
790049332,00014,79004933200014,00,true,5710,MT-ENERGIE FRANCE,71.12B,00,PME,AEROPARC 2,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,71.12B,O,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,aeroparc
794821660,00014,79482166000014,02,true,5499,LE MONDE DES LUTINS,88.91A,03,PME,AEROPARC 1,1,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,LE MONDE DES LUTINS,88.91A,O,88.91,88.9,88,Q,Santé humaine et action sociale,Accueil de jeunes enfants,,,,,aeroparc
794821660,00022,79482166000022,02,false,5499,LE MONDE DES LUTINS,88.91A,03,PME,,19,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,LES PETITS AVIATEURS,,88.91A,O,88.91,88.9,88,Q,Santé humaine et action sociale,Accueil de jeunes enfants,,,,,aeroparc
795321421,00021,79532142100021,01,true,5710,MACONNERIE GULER SAHVELET,43.99C,01,PME,,14,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,,43.99C,O,43.99,43.9,43,F,Construction,Travaux de maçonnerie générale et gros œuvre de bâtiment,,,,,aeroparc
797403102,00024,79740310200024,01,true,5710,DG-A CONSEIL,70.22Z,01,PME,AEROPARC 3,3,RUE,DU TONNELIER,67960,ENTZHEIM,,67124,,,,,70.22Z,O,70.22,70.2,70,M,"Activités spécialisées, scientifiques et techniques",Conseil pour les affaires et autres conseils de gestion,,,,,aeroparc
797585320,00022,79758532000022,,false,5710,CJM GROUPE,63.12Z,01,PME,,7,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,,63.12Z,O,63.12,63.1,63,J,Information et communication,Portails Internet,E + d 1M,E + d 1M,E + d 1M,,aeroparc
797855160,00017,79785516000017,02,true,5710,ATS OPERATEUR,61.10Z,02,PME,19 A,,RUE,ICARE,67960,ENTZHEIM,,67124,,,,ATS OPERATEUR,61.10Z,O,61.10,61.1,61,J,Information et communication,Télécommunications filaires,,,,,aeroparc
798738993,00038,79873899300038,02,true,5710,FINANCIERE SYNERLAB,64.20Z,02,ETI,BATIMENT CATAMARAN,3,RUE,DU TONNELIER,67960,ENTZHEIM,,67124,,,,,64.20Z,O,64.20,64.2,64,K,Activités financières et d'assurance,Activités des sociétés holding,,,,,aeroparc
798745535,00038,79874553500038,11,true,5710,GROUPE SYNERLAB,64.20Z,11,ETI,BATIMENT CATAMARAN,3,RUE,DU TONNELIER,67960,ENTZHEIM,,67124,,,,,64.20Z,O,64.20,64.2,64,K,Activités financières et d'assurance,Activités des sociétés holding,,,,,aeroparc
799879358,00056,79987935800056,,false,5710,ALSTOM APTIS,29.10Z,21,GE,81 A,81,RTE,DE STRASBOURG,67960,ENTZHEIM,,67124,,,,,30.99Z,N,29.10,29.1,29,C,Industrie manufacturière,Construction de véhicules automobiles,A - de 32K,C entre 82K et 250K,A - de 32K,223889,aeroparc
800220113,00024,80022011300024,12,true,5710,MD6 CONSULTING,70.22Z,12,PME,1C,1,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,70.22Z,O,70.22,70.2,70,M,"Activités spécialisées, scientifiques et techniques",Conseil pour les affaires et autres conseils de gestion,,,,,aeroparc
801490574,00010,80149057400010,02,true,5710,TIMCOD EST,46.51Z,02,PME,,7,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,46.51Z,O,46.51,46.5,46,G,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",A - de 32K,A - de 32K,A - de 32K,,aeroparc
802611053,00017,80261105300017,02,true,5710,FORMAPERF,85.59A,02,PME,,2,RUE,ICARE,67960,ENTZHEIM,,67124,,,ECOLINGUA,,85.59A,O,85.59,85.5,85,P,Enseignement,Formation continue d'adultes,,,,,aeroparc
804370005,00022,80437000500022,11,true,5710,G. & L. DENILAULER,10.71C,11,PME,,3,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,,,10.71C,O,10.71,10.7,10,C,Industrie manufacturière,Boulangerie et boulangerie-pâtisserie,,,,,aeroparc
804448587,00654,80444858700654,,false,5710,QCS SERVICES,71.12B,22,ETI,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,71.12B,N,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,aeroparc
804804318,00017,80480431800017,02,true,5499,KARMANN BAT SARL,43.31Z,02,PME,,6,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,KARMANN BAT,43.31Z,O,43.31,43.3,43,F,Construction,Travaux de plâtrerie,,,,,aeroparc
804879047,00012,80487904700012,03,true,5710,LES CHERUBINS D'ENTZHEIM,88.91A,03,PME,,14,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,,88.91A,O,88.91,88.9,88,Q,Santé humaine et action sociale,Accueil de jeunes enfants,,,,,aeroparc
804953016,00024,80495301600024,,true,5710,SCORE INVEST,66.30Z,02,PME,,11,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,66.30Z,N,66.30,66.3,66,K,Activités financières et d'assurance,Gestion de fonds,,,,,aeroparc
805114410,00022,80511441000022,,true,5499,CSCE INGENIERIE,64.20Z,01,PME,,17,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,64.20Z,O,64.20,64.2,64,K,Activités financières et d'assurance,Activités des sociétés holding,,,,,aeroparc
809240393,00029,80924039300029,11,true,5499,APPARENCE - JUSTE POUR SOI - ENTZHEIM,96.02A,11,PME,GALERIE LE PATIO,3,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,APPARENCE - JUSTE POUR SOI,APPARENCE - JUSTE POUR SOI,96.02A,O,96.02,96.0,96,S,Autres activités de services,Coiffure,,,,,aeroparc
809300601,00014,80930060100014,12,true,5710,DELTA,26.51B,12,PME,ZONE AEROPARC 2,12,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,26.51B,O,26.51,26.5,26,C,Industrie manufacturière,Fabrication d'instrumentation scientifique et technique,,,,,aeroparc
810836403,00024,81083640300024,11,false,5499,VIVIALYS SERVICES,74.90B,12,ETI,,1,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,74.90B,O,74.90,74.9,74,M,"Activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques diverses",,,,,aeroparc
810958207,00344,81095820700344,,false,5710,SFS FRANCE,82.11Z,00,PME,IMMEUBLE L'ARCHE,1,RUE,PEGASE,67960,ENTZHEIM,,67124,,,SFS ALSACE,,66.22Z,O,82.11,82.1,82,N,Activités de services administratifs et de soutien,Services administratifs combinés de bureau,,,,,aeroparc
811098219,00017,81109821900017,02,true,5710,PACA PROTECTION,80.20Z,02,PME,CENTRE D'AFFAIRE OBC - AEROPARC 2,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,80.20Z,O,80.20,80.2,80,N,Activités de services administratifs et de soutien,Activités liées aux systèmes de sécurité,,,,,aeroparc
811798586,00020,81179858600020,,false,3120,COMLINE GMBH VALUE ADDED DISTRIBUTION,46.51Z,02,PME,AEROPARC,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,46.51Z,O,46.51,46.5,46,G,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",,,,,aeroparc
811934363,00268,81193436300268,12,false,5710,NXO FRANCE,71.12B,42,ETI,,17,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,71.12B,O,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,aeroparc
812287647,00026,81228764700026,,false,5499,ACRO-BAT.ALSACE,43.99D,01,PME,,7,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,ACRO.BAT-ALSACE,43.99D,N,43.99,43.9,43,F,Construction,Autres travaux spécialisés de construction,,,,,aeroparc
812379386,00012,81237938600012,03,true,9260,ACTIV'ACTION,88.99B,03,PME,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,88.99B,O,88.99,88.9,88,Q,Santé humaine et action sociale,Action sociale sans hébergement n.c.a.,,,,,aeroparc
815109467,00127,81510946700127,,false,5710,LINKT,61.10Z,01,PME,ZONE D'ACTIVITE AEROPARC QUADRAN II,8,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,LINKT,LINKT,61.10Z,O,61.10,61.1,61,J,Information et communication,Télécommunications filaires,,,,,aeroparc
818463630,00033,81846363000033,03,true,5710,ROSACE,61.10Z,03,PME,,19,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,61.10Z,O,61.10,61.1,61,J,Information et communication,Télécommunications filaires,,,,,aeroparc
818997751,00081,81899775100081,00,true,9260,"AGEFOS PME GRAND EST (TERRITOIRES ALSACE, CHAMPAGNE-ARDENNE, LORRAINE)",94.99Z,00,PME,AEROPARC 3,4,ALL,DES FORGERONS,67960,ENTZHEIM,CS10153,67124,,,,,94.99Z,O,94.99,94.9,94,S,Autres activités de services,Autres organisations fonctionnant par adhésion volontaire,,,,,aeroparc
819738535,00015,81973853500015,00,true,5710,OJCC,81.21Z,00,PME,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,81.21Z,O,81.21,81.2,81,N,Activités de services administratifs et de soutien,Nettoyage courant des bâtiments,,,,,aeroparc
819988080,00027,81998808000027,,true,5499,MADE OF TENNIS,47.91B,00,PME,,11,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,47.91B,O,47.91,47.9,47,G,Commerce ; réparation d'automobiles et de motocycles,Vente à distance sur catalogue spécialisé,,,,,aeroparc
820827368,00011,82082736800011,01,true,5499,AP PROCESS,71.12B,01,PME,19 A,,RUE,ICARE,67960,ENTZHEIM,,67124,,,,AP PROCESS,71.12B,O,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,aeroparc
822647442,00018,82264744200018,00,true,8410,INSTITUT DE DEFENSE DES ENTREPRISES ET DE L'EMPLOI,94.20Z,00,PME,ZONE AEROPARC 2,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,94.20Z,N,94.20,94.2,94,S,Autres activités de services,Activités des syndicats de salariés,,,,,aeroparc
823197181,00048,82319718100048,,true,5499,ENTREPRISE HUBER,81.30Z,02,PME,,12,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,,81.30Z,O,81.30,81.3,81,N,Activités de services administratifs et de soutien,Services d'aménagement paysager,,,,,aeroparc
823631619,00025,82363161900025,11,true,5499,ZOREN PROD,90.01Z,11,PME,,6,RUE,DU CORDONNIER,67960,ENTZHEIM,,67124,,,,,90.01Z,O,90.01,90.0,90,R,"Arts, spectacles et activités récréatives",Arts du spectacle vivant,,,,,aeroparc
825152838,00017,82515283800017,12,true,5710,NAGARRO ES FRANCE,62.02A,12,PME,8A,,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,62.02A,O,62.02,62.0,62,J,Information et communication,Conseil en systèmes et logiciels informatiques,,,,,aeroparc
825176233,00021,82517623300021,,false,5499,CAP VEFA,82.19Z,12,ETI,,2,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,,82.19Z,N,82.19,82.1,82,N,Activités de services administratifs et de soutien,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",,,,,aeroparc
828176354,00029,82817635400029,12,true,5499,BACCHUS,56.10A,12,PME,,17,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,,,56.10A,O,56.10,56.1,56,I,Hébergement et restauration,Restauration traditionnelle,,,,,aeroparc
829200922,00013,82920092200013,03,true,5710,AVS AUTONOMIE,88.10A,03,PME,AEROPARC 2,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,88.10A,O,88.10,88.1,88,Q,Santé humaine et action sociale,Aide à domicile,E + d 1M,E + d 1M,E + d 1M,,aeroparc
830545380,00016,83054538000016,11,true,5499,GRECON SARL,46.69A,11,PME,AEROPARC 3 IMMEUBLE LE CATAMARAN,3,RUE,DU TONNELIER,67960,ENTZHEIM,,67124,,,,,46.69A,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de matériel électrique,,,,,aeroparc
830959771,00023,83095977100023,11,false,5710,LOSANGE,61.10Z,11,PME,,19,RUE,ICARE,67960,ENTZHEIM,,67124,,,,,61.90Z,O,61.10,61.1,61,J,Information et communication,Télécommunications filaires,,,,,aeroparc
831593454,00018,83159345400018,01,true,5499,IMMOBILIERE TOPAZE,68.31Z,01,PME,1A,1,RUE,PEGASE,67960,ENTZHEIM,,67124,,,,,68.31Z,O,68.31,68.3,68,L,Activités immobilières,Agences immobilières,,,,,aeroparc
832523005,00011,83252300500011,01,true,5499,ROSELDA,68.20B,01,PME,AEROPARC 2,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,,68.20B,N,68.20,68.2,68,L,Activités immobilières,Location de terrains et d'autres biens immobiliers,,,,,aeroparc
839701919,00012,83970191900012,01,true,5710,MALITINI,47.51Z,01,PME,,3,RUE,DES CIGOGNES,67960,ENTZHEIM,,67124,,,,MALITINI,47.51Z,O,47.51,47.5,47,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de détail de textiles en magasin spécialisé,,,,,aeroparc
839880515,00011,83988051500011,02,true,5499,OBS TRANS,49.41B,02,PME,,,,ZONE D'ACTIVITE DE L'AEROPORT,67960,ENTZHEIM,,67124,,,,,49.41B,O,49.41,49.4,49,H,Transports et entreposage,Transports routiers de fret de proximité,,,,,aeroparc
839948320,00024,83994832000024,,true,5499,AIE CONSTRUCTION,43.21A,03,PME,,12,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,,AIE CONSTRUCTION,43.21A,O,43.21,43.2,43,F,Construction,Travaux d'installation électrique dans tous locaux,,,,,aeroparc
841274871,00091,84127487100091,03,false,5710,ATELIERS ET&S SAS,45.20A,22,ETI,,15,ALL,DES FORGERONS,67960,ENTZHEIM,,67124,,,,ATELIER ET&S,45.20A,O,45.20,45.2,45,G,Commerce ; réparation d'automobiles et de motocycles,Entretien et réparation de véhicules automobiles légers,,,,,aeroparc
842145088,00022,84214508800022,,false,5499,ORIGAMI,68.31Z,01,PME,AEROPARC II,12,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,ORIGAMI AGENCE IMMOBILIERE,68.31Z,O,68.31,68.3,68,L,Activités immobilières,Agences immobilières,,,,,aeroparc
945550549,01384,94555054901384,11,false,5710,EQIOM BETONS,23.63Z,32,ETI,ESPACE PLEIN SUD 2,12,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,,23.63Z,O,23.63,23.6,23,C,Industrie manufacturière,Fabrication de béton prêt à l'emploi,,,,,aeroparc
946150307,00126,94615030700126,,true,5710,EST GRANULATS,08.12Z,11,ETI,ESPACE PLEIN SUD II,12,RUE,DES HERONS,67960,ENTZHEIM,,67124,,,,,08.12Z,O,08.12,08.1,08,B,Industries extractives,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",,,,,aeroparc
998823504,26337,99882350426337,NN,false,5710,ADECCO FRANCE,78.20Z,51,GE,,5,RUE,ICARE,67960,ENTZHEIM,,67124,,,ADECCO,,78.20Z,O,78.20,78.2,78,N,Activités de services administratifs et de soutien,Activités des agences de travail temporaire,,,,,aeroparc
305755589,00036,30575558900036,02,true,5499,DELMAR,46.49Z,02,PME,,,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.49Z,N,46.49,46.4,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) d'autres biens domestiques,,,,,joffre holtzheim
309054286,00039,30905428600039,12,true,5710,M H D,43.34Z,12,PME,,3,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,43.34Z,O,43.34,43.3,43,F,Construction,Travaux de peinture et vitrerie,,,,,joffre holtzheim
314548421,00028,31454842100028,11,true,5710,LEVY GUY SARL,46.32A,11,PME,,2,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.32A,O,46.32,46.3,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de viandes de boucherie,,,,,joffre holtzheim
314816885,00037,31481688500037,00,true,5710,ARTOS,46.49Z,00,PME,,8,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.49Z,O,46.49,46.4,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) d'autres biens domestiques,,,,,joffre holtzheim
316920313,00236,31692031300236,03,false,5499,MECALUX FRANCE,46.69C,22,PME,,18,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.69C,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,,,,,joffre holtzheim
