siren,nic,siret,trancheEffectifsEtablissement,etablissementSiege,categorieJuridiqueUniteLegale,denominationUniteLegale,activitePrincipaleUniteLegale,trancheEffectifsUniteLegale,categorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,caractereEmployeurEtablissement,naf.niv4,naf.niv3,naf.niv2,sectionActivitePrincipaleUniteLegale,libelleSectionActivitePrincipaleUniteLegale,libelleActivitePrincipaleUniteLegale,tranche_ca_millesime_1,tranche_ca_millesime_2,tranche_ca_millesime_3,CA,nom_zone_d_activite
532051299,00032,53205129900032,02,true,5710,AFAX,70.22Z,02,PME,,5,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,,,70.22Z,O,70.22,70.2,70,M,"Activités spécialisées, scientifiques et techniques",Conseil pour les affaires et autres conseils de gestion,,,,,hantgebieten/entzheim
533894812,00023,53389481200023,,true,9260,"ENFANTS, RYTHMES ET CULTURE",94.99Z,02,PME,,5,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,94.99Z,N,94.99,94.9,94,S,Autres activités de services,Autres organisations fonctionnant par adhésion volontaire,,,,,hantgebieten/entzheim
537553547,00036,53755354700036,,false,5499,CIGOGNE SERVICE VP,52.29B,03,PME,,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,52.29B,O,52.29,52.2,52,H,Transports et entreposage,Affrètement et organisation des transports,A - de 32K,A - de 32K,A - de 32K,,hantgebieten/entzheim
538442757,00026,53844275700026,01,false,5710,SKY CENTER,77.35Z,01,PME,RD 221,,RTE,DE L'AEROPORT,67960,ENTZHEIM,,67124,,,,,77.39Z,O,77.35,77.3,77,N,Activités de services administratifs et de soutien,Location et location-bail de matériels de transport aérien,,,,,hantgebieten/entzheim
539256701,00035,53925670100035,12,true,5710,ALARA EXPERTISE,74.90B,12,PME,,7,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,74.90B,O,74.90,74.9,74,M,"Activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques diverses",,,,,hantgebieten/entzheim
638501858,00036,63850185800036,11,true,5710,SPECIALITES EUROPEENNES DE VULCANISATION,46.69B,11,PME,,7,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,46.69B,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,,,,hantgebieten/entzheim
652023961,00699,65202396100699,NN,false,5710,AVIS LOCATION DE VOITURES,77.11A,42,ETI,,2,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,77.11A,N,77.11,77.1,77,N,Activités de services administratifs et de soutien,Location de courte durée de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
678500596,00039,67850059600039,11,true,5710,SOC INTERNATIONALE FOURNITURES AUTOS,22.19Z,11,PME,,7,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,22.19Z,O,22.19,22.1,22,C,Industrie manufacturière,Fabrication d'autres articles en caoutchouc,,,,,hantgebieten/entzheim
732032545,00061,73203254500061,,false,5599,SOFRAME,29.10Z,12,ETI,,,RUE,DE HOLTZHEIM,67980,HANGENBIETEN,,67182,,,,SOFRAME,30.40Z,N,29.10,29.1,29,C,Industrie manufacturière,Construction de véhicules automobiles,,,,,hantgebieten/entzheim
752556126,00056,75255612600056,,false,5710,VIADIALOG,63.11Z,12,PME,,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,VIADIALOG ALSACE,62.01Z,O,63.11,63.1,63,J,Information et communication,"Traitement de données, hébergement et activités connexes",,,,,hantgebieten/entzheim
775574213,00317,77557421300317,02,false,5710,AAF FRANCE,28.25Z,22,ETI,,,RTE,DE L'AEROPORT - RD21,67960,ENTZHEIM,,67124,,,,,46.76Z,O,28.25,28.2,28,C,Industrie manufacturière,Fabrication d'équipements aérauliques et frigorifiques industriels,E + d 1M,E + d 1M,E + d 1M,39654646,hantgebieten/entzheim
788158327,00023,78815832700023,01,true,5499,AURADIA BOUILLET,45.20A,01,PME,ESPACE ENVOL,7,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,,,45.20A,O,45.20,45.2,45,G,Commerce ; réparation d'automobiles et de motocycles,Entretien et réparation de véhicules automobiles légers,,,,,hantgebieten/entzheim
797542370,00045,79754237000045,02,true,5499,CARROSSERIE MAYLAENDER SCHWARTZ,77.11A,02,PME,ZA LES CHATEAUX,5,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,77.11A,N,77.11,77.1,77,N,Activités de services administratifs et de soutien,Location de courte durée de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
799879358,00049,79987935800049,21,true,5710,ALSTOM APTIS,29.10Z,21,GE,,12,RUE,DE HOLTZHEIM,67980,HANGENBIETEN,,67182,,,,,29.10Z,O,29.10,29.1,29,C,Industrie manufacturière,Construction de véhicules automobiles,A - de 32K,C entre 82K et 250K,A - de 32K,223889,hantgebieten/entzheim
802389080,00028,80238908000028,01,true,5710,SHATROLLI AUTOMOBILES,45.11Z,01,PME,,13,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,45.11Z,O,45.11,45.1,45,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
808239495,00027,80823949500027,02,true,5710,FIBERMETRIX,74.90B,02,PME,,7,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,,,74.90B,O,74.90,74.9,74,M,"Activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques diverses",,,,,hantgebieten/entzheim
813552775,00021,81355277500021,03,true,5710,EATIS (EUROPEAN AERO TRAINING INSTITUTE STRASBOURG),85.53Z,03,PME,RD 221,,RTE,DE L'AEROPORT,67960,ENTZHEIM,,67124,,,,,85.53Z,O,85.53,85.5,85,P,Enseignement,Enseignement de la conduite,,,,,hantgebieten/entzheim
814793873,00039,81479387300039,,true,5710,M PACK AUTO,45.11Z,01,PME,,9,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,,M PACK AUTO,45.11Z,N,45.11,45.1,45,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
814907358,00026,81490735800026,02,true,5710,VFACTORY,47.91B,02,PME,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,VFLUO,47.91B,O,47.91,47.9,47,G,Commerce ; réparation d'automobiles et de motocycles,Vente à distance sur catalogue spécialisé,,,,,hantgebieten/entzheim
824075501,00026,82407550100026,,false,5499,B&H IMMOBILIER,68.31Z,02,PME,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,B&H SYNDIC,94.20Z,O,68.31,68.3,68,L,Activités immobilières,Agences immobilières,,,,,hantgebieten/entzheim
829626456,00026,82962645600026,,true,5710,AGILIA TECHNOLOGY,62.09Z,01,PME,ESPACE KIANA,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,AGILIA TECHNOLOGY,62.09Z,O,62.09,62.0,62,J,Information et communication,Autres activités informatiques,,,,,hantgebieten/entzheim
834661340,00010,83466134000010,01,true,5710,GEO.TRANS,49.41B,01,PME,,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,49.41B,O,49.41,49.4,49,H,Transports et entreposage,Transports routiers de fret de proximité,,,,,hantgebieten/entzheim
838204188,00026,83820418800026,03,true,5710,SOFIMA,46.39B,03,PME,ESPACE PLEIN CIEL,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,46.39B,O,46.39,46.3,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,,,,,hantgebieten/entzheim
841870074,00033,84187007400033,,true,5710,SPIN UP,72.19Z,01,PME,,7,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,,,72.19Z,N,72.19,72.1,72,M,"Activités spécialisées, scientifiques et techniques",Recherche-développement en autres sciences physiques et naturelles,,,,,hantgebieten/entzheim
