IRIS,REG,DEP,UU2010,COM,LIBCOM,TRIRIS,GRD_QUART,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,P10_POP0205,P10_POP0610,P10_POP1114,P10_POP1517,P10_POP1824,P10_POP2529,P10_POP30P,P10_SCOL0205,P10_SCOL0610,P10_SCOL1114,P10_SCOL1517,P10_SCOL1824,P10_SCOL2529,P10_SCOL30P,P10_NSCOL15P,P10_NSCOL15P_DIPL0,P10_NSCOL15P_CEP,P10_NSCOL15P_BEPC,P10_NSCOL15P_CAPBEP,P10_NSCOL15P_BAC,P10_NSCOL15P_BACP2,P10_NSCOL15P_SUP,P10_HNSCOL15P,P10_HNSCOL15P_DIPL0,P10_HNSCOL15P_CEP,P10_HNSCOL15P_BEPC,P10_HNSCOL15P_CAPBEP,P10_HNSCOL15P_BAC,P10_HNSCOL15P_BACP2,P10_HNSCOL15P_SUP,P10_FNSCOL15P,P10_FNSCOL15P_DIPL0,P10_FNSCOL15P_CEP,P10_FNSCOL15P_BEPC,P10_FNSCOL15P_CAPBEP,P10_FNSCOL15P_BAC,P10_FNSCOL15P_BACP2,P10_FNSCOL15P_SUP
751176804,11,75,851,75117,Paris 17e Arrondissement,751981,7511768,Epinettes 4,H,0,1,126,80,38,24,213,294,1646,84,80,38,24,137,53,28,1936,177,101,117,166,210,296,870,862,72,34,9,92,98,126,432,1074,105,68,108,73,112,169,438
751176805,11,75,851,75117,Paris 17e Arrondissement,752031,7511768,Epinettes 5,H,0,1,51,70,36,22,275,342,1210,32,70,36,22,184,51,56,1536,192,86,55,162,193,228,620,782,106,43,6,105,100,103,318,754,86,43,48,57,93,125,302
751176806,11,75,851,75117,Paris 17e Arrondissement,752001,7511768,Epinettes 6,H,0,2,112,152,98,116,274,313,1740,72,149,98,116,178,41,21,2087,334,171,126,227,269,334,626,961,193,44,57,109,106,166,286,1125,141,126,69,118,164,167,340
751176807,11,75,851,75117,Paris 17e Arrondissement,752001,7511768,Epinettes 7,H,0,1,101,96,83,62,283,387,1527,54,93,80,62,191,63,30,1913,311,106,77,210,343,231,636,950,159,49,40,106,175,104,318,963,152,57,38,104,168,127,317
751176808,11,75,851,75117,Paris 17e Arrondissement,751981,7511768,Epinettes 8,H,0,1,81,92,79,39,277,464,1743,54,83,79,39,167,75,25,2216,317,78,123,143,304,290,961,1047,160,23,39,86,158,129,452,1169,157,55,84,57,146,161,509
751176809,11,75,851,75117,Paris 17e Arrondissement,751981,7511768,Epinettes 9,H,0,1,125,112,146,107,321,261,1624,84,112,139,100,213,31,42,1927,340,115,172,203,335,215,549,853,169,26,73,93,164,75,253,1074,171,89,98,110,171,140,296
751176810,11,75,851,75117,Paris 17e Arrondissement,751991,7511768,Epinettes 10,H,0,1,68,100,77,47,156,227,1518,56,100,77,47,93,24,34,1749,178,58,84,141,271,251,766,749,77,22,37,57,103,118,336,1000,101,36,47,84,168,133,430
751176811,11,75,851,75117,Paris 17e Arrondissement,751991,7511768,Epinettes 11,H,0,1,100,65,30,22,197,365,1485,75,60,27,19,95,51,39,1865,203,102,107,172,284,272,724,904,89,45,40,87,151,103,390,961,115,58,67,85,134,169,334
751176812,11,75,851,75117,Paris 17e Arrondissement,752001,7511768,Epinettes 12,H,0,1,116,83,40,33,331,456,1326,84,83,40,33,196,39,48,1830,319,73,125,136,318,225,634,934,164,27,72,74,165,106,327,896,155,46,53,62,153,119,307
751176813,11,75,851,75117,Paris 17e Arrondissement,752001,7511768,Epinettes 13,H,0,1,152,140,85,49,255,288,2073,97,140,81,45,161,18,87,2355,449,162,149,268,419,329,578,1055,195,59,47,142,190,132,290,1300,254,103,102,126,229,198,288
751176814,11,75,851,75117,Paris 17e Arrondissement,751991,7511768,Epinettes 14,H,0,1,169,140,156,102,304,327,1865,104,137,156,97,183,59,38,2221,599,173,145,264,417,132,492,994,272,50,48,125,220,54,226,1227,327,122,97,139,197,77,267
751176815,11,75,851,75117,Paris 17e Arrondissement,751971,7511768,Epinettes 15,H,0,2,85,90,104,48,241,235,1384,57,86,101,47,139,35,40,1647,296,132,121,249,240,202,406,757,132,57,47,109,114,79,219,890,164,75,74,140,127,123,187
751176816,11,75,851,75117,Paris 17e Arrondissement,751971,7511768,Epinettes 16,H,0,1,146,207,168,130,264,114,1970,113,207,165,123,157,6,26,2165,575,285,210,418,324,139,214,883,209,85,69,205,156,42,117,1282,366,200,141,212,168,98,96
751176817,11,75,851,75117,Paris 17e Arrondissement,751971,7511768,Epinettes 17,H,0,1,67,88,103,55,174,111,1090,51,86,102,55,103,9,24,1238,493,89,71,199,213,80,94,671,289,30,32,107,134,28,49,568,203,59,39,91,78,51,45
751186901,11,75,851,75118,Paris 18e Arrondissement,752391,7511869,Grandes Carrieres 1,H,0,1,184,194,69,32,294,345,1673,165,194,69,32,202,54,46,2009,189,75,124,163,286,281,892,1057,106,31,53,118,137,167,444,952,83,44,71,44,149,114,448
751186902,11,75,851,75118,Paris 18e Arrondissement,752391,7511869,Grandes Carrieres 2,H,0,1,122,41,18,31,239,271,1566,85,41,18,31,164,36,30,1847,263,39,91,141,280,238,795,919,155,20,65,96,159,95,329,928,108,20,26,45,121,142,466
751186903,11,75,851,75118,Paris 18e Arrondissement,752401,7511869,Grandes Carrieres 3,H,0,1,78,67,34,24,160,248,1172,50,67,32,24,111,36,29,1405,153,41,71,95,219,187,639,597,71,19,20,44,109,64,270,808,82,23,51,51,110,123,369
751186904,11,75,851,75118,Paris 18e Arrondissement,752401,7511869,Grandes Carrieres 4,H,0,1,123,110,112,79,430,448,1826,84,107,105,79,328,55,51,2268,359,63,93,166,298,290,998,1161,206,31,39,109,164,129,483,1107,153,32,54,57,134,162,515
751186905,11,75,851,75118,Paris 18e Arrondissement,752401,7511869,Grandes Carrieres 5,H,0,1,136,114,60,76,253,249,1633,72,110,60,72,161,44,21,1915,162,50,93,153,339,265,852,894,84,19,32,63,161,127,409,1021,77,32,61,91,178,138,443
751186906,11,75,851,75118,Paris 18e Arrondissement,752311,7511869,Grandes Carrieres 6,H,0,1,86,64,65,19,330,372,1798,77,64,65,19,195,45,62,2197,268,68,85,219,356,284,918,1020,105,37,35,131,190,108,415,1177,162,31,50,88,166,176,503
751186907,11,75,851,75118,Paris 18e Arrondissement,752321,7511869,Grandes Carrieres 7,H,0,2,97,179,97,90,308,452,2445,75,178,97,89,209,53,63,2880,270,173,149,229,413,388,1259,1274,137,59,50,110,187,190,540,1606,132,114,98,119,225,199,719
751186908,11,75,851,75118,Paris 18e Arrondissement,752391,7511869,Grandes Carrieres 8,H,0,1,94,63,68,46,236,315,1497,61,59,64,46,141,43,21,1844,193,73,117,92,220,311,837,880,102,35,54,43,117,125,403,964,91,38,63,49,103,186,434
751186909,11,75,851,75118,Paris 18e Arrondissement,752391,7511869,Grandes Carrieres 9,H,0,2,54,61,49,22,196,188,1248,41,61,49,22,119,40,26,1447,146,63,43,116,195,177,707,695,73,26,16,63,104,75,338,752,73,37,27,53,91,102,369
751186910,11,75,851,75118,Paris 18e Arrondissement,752331,7511869,Grandes Carrieres 10,H,0,1,74,88,47,36,156,199,1618,49,88,47,35,113,4,22,1835,172,39,77,125,299,205,917,875,103,10,17,52,121,78,495,960,69,30,60,74,178,127,422
751186911,11,75,851,75118,Paris 18e Arrondissement,752331,7511869,Grandes Carrieres 11,H,0,1,29,57,46,57,147,114,1207,16,57,46,57,108,32,23,1306,136,46,43,51,234,149,648,619,58,16,11,35,113,66,320,687,78,30,32,17,121,82,328
751186912,11,75,851,75118,Paris 18e Arrondissement,752331,7511869,Grandes Carrieres 12,H,0,1,73,136,71,34,142,318,1660,49,136,71,34,104,29,56,1931,149,60,60,117,290,291,962,929,74,27,20,82,120,144,463,1001,76,33,40,35,171,147,499
751186913,11,75,851,75118,Paris 18e Arrondissement,752281,7511869,Grandes Carrieres 13,H,0,1,53,105,75,38,176,232,1328,41,100,72,38,98,15,30,1593,108,52,69,135,251,279,700,705,37,21,29,59,112,137,310,888,71,31,40,75,139,142,390
751186914,11,75,851,75118,Paris 18e Arrondissement,752321,7511869,Grandes Carrieres 14,H,0,1,107,80,69,43,232,329,1273,58,80,69,43,137,47,16,1633,197,72,100,104,305,167,689,738,120,18,34,62,121,65,318,895,77,55,66,42,183,102,371
751186915,11,75,851,75118,Paris 18e Arrondissement,752311,7511869,Grandes Carrieres 15,H,0,1,120,94,69,33,107,185,1405,63,94,66,33,45,23,25,1604,277,88,88,216,224,200,511,739,131,28,27,119,102,87,245,864,146,60,61,97,122,113,266
751186916,11,75,851,75118,Paris 18e Arrondissement,752311,7511869,Grandes Carrieres 16,H,0,1,137,132,92,63,226,130,1996,96,132,91,62,153,19,30,2152,283,174,142,226,348,245,733,924,128,47,42,112,160,97,339,1228,156,128,99,114,188,148,395
751186917,11,75,851,75118,Paris 18e Arrondissement,752321,7511869,Grandes Carrieres 17,H,0,1,106,97,82,50,248,302,1637,68,97,82,50,173,35,19,1961,180,74,148,119,263,362,813,952,91,28,68,71,137,175,381,1009,90,46,81,48,126,186,432
751186918,11,75,851,75118,Paris 18e Arrondissement,752281,7511869,Grandes Carrieres 18,H,0,1,139,103,81,71,362,571,2280,93,103,81,71,235,76,53,2849,260,135,130,210,410,451,1254,1335,154,51,46,142,172,241,530,1515,106,84,84,68,238,210,724
751186919,11,75,851,75118,Paris 18e Arrondissement,752281,7511869,Grandes Carrieres 19,H,0,1,154,127,95,59,357,435,2601,109,127,95,59,231,45,47,3071,242,201,138,269,549,386,1286,1487,115,90,52,154,275,181,619,1584,127,111,86,115,273,204,667
751186920,11,75,851,75118,Paris 18e Arrondissement,752291,7511869,Grandes Carrieres 20,H,0,1,79,79,47,40,187,295,1596,49,79,47,40,115,39,61,1862,255,127,89,159,249,262,722,875,124,46,33,96,128,105,343,988,131,81,56,64,121,157,378
751186921,11,75,851,75118,Paris 18e Arrondissement,752301,7511869,Grandes Carrieres 21,H,0,1,96,103,51,56,137,185,1444,64,99,51,56,85,12,47,1623,189,97,129,222,333,193,459,718,79,33,49,108,155,92,202,905,110,64,80,114,178,101,257
751186922,11,75,851,75118,Paris 18e Arrondissement,752301,7511869,Grandes Carrieres 22,H,0,1,79,110,72,32,263,280,1564,60,110,72,32,187,58,14,1849,180,88,92,184,345,258,701,807,79,38,28,80,144,114,324,1042,102,50,64,104,202,144,377
751186923,11,75,851,75118,Paris 18e Arrondissement,752301,7511869,Grandes Carrieres 23,H,0,1,135,201,156,73,466,293,2376,86,200,156,73,343,48,76,2668,401,238,240,387,413,326,662,1166,172,80,91,188,161,130,344,1502,229,158,150,199,252,196,318
751186924,11,75,851,75118,Paris 18e Arrondissement,752291,7511869,Grandes Carrieres 24,H,0,1,202,207,171,143,337,271,2366,156,205,170,139,242,55,68,2613,565,193,132,349,394,380,599,1183,266,60,59,167,162,139,330,1430,299,133,73,183,231,242,269
751186925,11,75,851,75118,Paris 18e Arrondissement,752291,7511869,Grandes Carrieres 25,H,0,1,243,298,176,131,336,199,1881,173,291,172,115,169,31,32,2200,775,108,85,281,283,248,420,1041,384,55,45,122,120,101,214,1159,391,53,39,159,163,147,206
751186926,11,75,851,75118,Paris 18e Arrondissement,752171,7511869,Grandes Carrieres 26,H,0,1,139,147,139,75,238,120,1417,101,145,139,67,114,16,33,1619,722,163,99,238,230,88,79,688,326,53,35,110,105,24,33,931,396,110,64,128,124,64,45
751186927,11,75,851,75118,Paris 18e Arrondissement,752171,7511869,Grandes Carrieres 27,H,0,1,97,127,99,90,197,135,1366,69,126,98,88,100,9,40,1550,699,151,84,229,209,107,71,695,314,54,38,121,95,39,35,855,385,97,46,108,114,68,37
751186928,11,75,851,75118,Paris 18e Arrondissement,752171,7511869,Grandes Carrieres 28,H,0,1,86,130,83,92,190,108,1512,66,121,81,88,85,7,19,1704,669,195,95,316,246,93,90,734,295,57,42,162,103,34,41,970,375,138,53,154,143,58,49
751186929,11,75,851,75118,Paris 18e Arrondissement,752171,7511869,Grandes Carrieres 29,A,0,3,11,13,4,6,26,14,184,5,12,4,6,13,11,13,187,46,15,13,32,37,18,25,81,25,8,2,12,13,9,11,106,21,7,11,19,25,9,14
751187001,11,75,851,75118,Paris 18e Arrondissement,752361,7511870,Clignancourt 1,H,0,1,248,266,133,114,332,360,2271,168,259,133,109,219,53,76,2620,316,84,102,208,413,327,1171,1350,156,30,45,136,213,178,591,1270,160,54,57,71,199,149,580
751187002,11,75,851,75118,Paris 18e Arrondissement,752381,7511870,Clignancourt 2,H,0,1,81,47,61,48,248,400,1751,55,47,61,48,146,55,34,2163,256,75,126,122,347,284,952,1137,144,32,67,78,212,139,464,1026,112,43,59,44,135,145,488
751187003,11,75,851,75118,Paris 18e Arrondissement,752381,7511870,Clignancourt 3,H,0,1,60,89,63,93,307,324,1547,36,85,63,92,204,47,25,1902,171,61,70,113,360,215,912,854,88,9,26,81,140,88,422,1048,83,52,45,32,219,127,490
751187004,11,75,851,75118,Paris 18e Arrondissement,752381,7511870,Clignancourt 4,H,0,1,47,60,69,41,214,280,1195,29,60,69,41,143,65,24,1456,131,48,39,59,218,223,738,695,58,21,14,30,121,113,338,761,73,27,25,29,97,110,399
751187005,11,75,851,75118,Paris 18e Arrondissement,752371,7511870,Clignancourt 5,H,0,1,84,77,31,30,192,320,1589,60,77,31,30,129,55,21,1896,120,109,77,75,298,262,955,947,63,31,37,45,181,116,475,949,57,78,40,31,116,146,480
751187006,11,75,851,75118,Paris 18e Arrondissement,752361,7511870,Clignancourt 6,H,0,1,64,80,30,21,253,433,1537,46,80,30,20,181,51,41,1952,183,70,54,92,211,429,913,897,105,28,27,51,115,150,422,1054,78,42,27,41,96,279,491
751187007,11,75,851,75118,Paris 18e Arrondissement,752371,7511870,Clignancourt 7,H,0,1,86,63,47,21,227,267,1178,54,59,47,21,148,54,44,1425,138,36,69,121,245,177,639,713,66,15,40,78,101,82,331,712,72,21,29,44,144,95,308
751187008,11,75,851,75118,Paris 18e Arrondissement,752371,7511870,Clignancourt 8,H,0,1,47,63,46,34,138,206,1116,26,63,46,34,82,15,14,1348,139,70,67,81,203,139,648,608,36,21,18,59,103,72,299,740,103,49,49,22,101,67,349
751187009,11,75,851,75118,Paris 18e Arrondissement,752351,7511870,Clignancourt 9,H,0,1,113,141,55,46,236,413,2088,73,141,55,46,167,75,71,2425,269,138,97,213,350,399,959,1196,126,48,43,128,182,154,516,1229,144,90,54,85,168,245,443
751187010,11,75,851,75118,Paris 18e Arrondissement,752351,7511870,Clignancourt 10,H,0,1,60,89,47,24,202,229,1131,35,89,47,24,141,29,34,1357,120,55,36,91,246,165,646,613,45,19,16,56,110,68,299,744,75,35,20,35,136,97,347
751187011,11,75,851,75118,Paris 18e Arrondissement,752341,7511870,Clignancourt 11,H,0,1,61,44,61,18,130,372,1315,26,44,58,18,76,50,44,1646,106,74,31,142,188,302,803,741,61,14,21,71,83,129,363,905,45,60,10,71,105,174,440
751187012,11,75,851,75118,Paris 18e Arrondissement,752341,7511870,Clignancourt 12,H,0,1,89,75,40,43,213,398,1621,61,75,40,40,129,68,33,2006,182,109,97,168,264,294,893,947,88,38,39,87,148,123,425,1059,94,71,58,81,116,171,469
751187013,11,75,851,75118,Paris 18e Arrondissement,752341,7511870,Clignancourt 13,H,0,1,90,91,55,42,120,251,1914,67,91,55,42,69,27,44,2144,255,163,96,220,362,276,773,1004,100,54,24,129,186,133,379,1140,155,109,73,91,175,143,394
751187014,11,75,851,75118,Paris 18e Arrondissement,752351,7511870,Clignancourt 14,H,0,1,72,47,48,18,205,314,1151,54,47,48,18,113,50,38,1469,154,93,54,135,168,134,731,685,88,27,25,87,85,63,311,784,67,66,29,48,83,71,420
751187015,11,75,851,75118,Paris 18e Arrondissement,752261,7511870,Clignancourt 15,H,0,1,69,74,35,27,199,312,1433,47,74,35,27,138,33,31,1742,166,118,71,176,256,275,681,815,79,39,30,120,112,134,301,927,87,79,40,56,144,141,380
751187016,11,75,851,75118,Paris 18e Arrondissement,752361,7511870,Clignancourt 16,H,0,2,86,78,36,37,106,205,1470,52,78,36,37,72,41,12,1656,247,119,89,142,245,152,661,824,115,54,52,75,119,79,331,832,132,65,37,67,126,74,331
751187017,11,75,851,75118,Paris 18e Arrondissement,752251,7511870,Clignancourt 17,H,0,1,312,235,117,71,382,609,2860,197,234,110,65,234,69,68,3487,953,126,192,303,559,432,922,1931,536,60,94,206,299,223,513,1556,417,66,99,97,259,209,409
751187018,11,75,851,75118,Paris 18e Arrondissement,752251,7511870,Clignancourt 18,H,0,1,125,127,86,51,224,190,1413,95,127,82,48,134,29,46,1621,293,107,96,177,272,257,421,844,173,70,48,93,128,98,234,777,120,37,48,84,144,158,187
751187019,11,75,851,75118,Paris 18e Arrondissement,752251,7511870,Clignancourt 19,H,0,1,156,129,101,50,305,503,2058,118,129,101,49,189,94,80,2504,370,98,134,273,357,262,1012,1250,190,35,73,161,171,144,476,1254,179,63,61,112,185,117,536
751187020,11,75,851,75118,Paris 18e Arrondissement,752261,7511870,Clignancourt 20,H,0,1,125,139,81,59,268,371,1619,77,136,81,59,198,75,41,1944,376,128,117,207,285,297,533,974,218,43,46,117,141,133,276,970,158,85,72,90,144,164,257
751187021,11,75,851,75118,Paris 18e Arrondissement,752261,7511870,Clignancourt 21,H,0,1,154,122,74,58,417,432,2061,96,115,74,58,263,64,49,2535,322,119,63,231,355,311,1133,1246,158,48,36,131,183,153,537,1289,165,71,26,100,173,158,597
751187022,11,75,851,75118,Paris 18e Arrondissement,752271,7511870,Clignancourt 22,H,0,1,202,153,82,66,252,562,1925,152,153,82,63,181,58,43,2460,253,152,172,270,337,333,942,1023,115,57,72,136,138,142,362,1438,138,96,100,134,199,192,579
751187023,11,75,851,75118,Paris 18e Arrondissement,752271,7511870,Clignancourt 23,H,0,1,90,88,83,50,286,287,1531,69,88,83,50,159,22,50,1874,339,168,107,246,292,248,473,870,154,79,64,134,135,107,196,1005,185,89,43,113,157,141,277
751187024,11,75,851,75118,Paris 18e Arrondissement,752271,7511870,Clignancourt 24,H,0,1,94,39,61,31,202,395,1331,64,38,54,31,93,51,62,1721,198,102,44,107,193,256,821,717,76,24,17,69,99,109,323,1004,122,78,28,38,93,146,498
751187025,11,75,851,75118,Paris 18e Arrondissement,752181,7511870,Clignancourt 25,H,0,2,122,81,57,42,223,289,1505,81,81,57,42,124,45,34,1813,285,84,99,178,353,221,593,912,168,29,43,112,207,73,279,902,117,55,56,67,146,148,314
751187026,11,75,851,75118,Paris 18e Arrondissement,752181,7511870,Clignancourt 26,H,0,2,83,74,60,51,197,336,1419,52,67,60,46,99,63,39,1756,297,77,108,176,245,272,581,855,139,30,46,93,124,137,287,901,158,47,62,83,121,136,294
751187027,11,75,851,75118,Paris 18e Arrondissement,752181,7511870,Clignancourt 27,H,0,2,135,160,126,94,265,239,1759,85,148,126,90,175,21,37,2032,769,121,66,267,274,146,389,1186,522,41,31,124,148,51,270,846,248,80,35,144,126,95,119
751187101,11,75,851,75118,Paris 18e Arrondissement,752191,7511871,Goutte d'Or 1,H,0,1,159,104,71,66,417,438,1958,104,103,71,55,227,48,45,2504,559,151,148,274,390,327,655,1279,254,76,80,152,210,156,350,1225,305,75,68,122,180,171,305
751187102,11,75,851,75118,Paris 18e Arrondissement,752241,7511871,Goutte d'Or 2,H,0,1,214,289,256,271,633,369,2312,167,280,256,251,336,42,44,2913,1273,71,204,258,396,206,505,1517,647,34,93,146,219,99,279,1396,625,38,111,112,177,106,226
751187103,11,75,851,75118,Paris 18e Arrondissement,752241,7511871,Goutte d'Or 3,H,0,2,89,165,130,145,371,243,1348,64,156,124,139,186,19,49,1713,651,39,80,173,222,145,402,917,355,24,34,103,114,77,210,796,296,15,47,70,107,68,193
751187104,11,75,851,75118,Paris 18e Arrondissement,752241,7511871,Goutte d'Or 4,H,0,1,174,110,76,61,249,315,1758,128,110,76,61,145,50,81,2046,489,96,101,208,283,251,618,1083,290,41,31,128,137,90,366,963,198,55,70,80,146,161,253
751187105,11,75,851,75118,Paris 18e Arrondissement,752231,7511871,Goutte d'Or 5,H,0,2,104,117,84,73,219,255,1252,70,117,84,72,77,32,30,1587,488,36,43,134,281,153,452,849,275,11,17,88,170,81,208,738,213,25,27,46,111,72,244
751187106,11,75,851,75118,Paris 18e Arrondissement,752231,7511871,Goutte d'Or 6,H,0,1,163,160,65,90,248,294,1647,108,153,65,90,143,43,14,1988,512,70,129,213,318,248,498,1070,281,21,64,122,191,130,260,918,231,49,65,90,127,118,238
751187107,11,75,851,75118,Paris 18e Arrondissement,752231,7511871,Goutte d'Or 7,H,0,2,111,155,108,34,170,266,1373,74,151,101,34,81,37,46,1644,356,74,141,134,179,203,558,875,198,35,76,78,110,96,282,769,159,39,65,56,68,107,276
751187108,11,75,851,75118,Paris 18e Arrondissement,752231,7511871,Goutte d'Or 8,H,0,2,170,133,74,80,274,213,1445,141,130,74,79,168,24,35,1706,542,74,80,186,272,232,320,933,304,35,43,97,162,124,168,773,238,39,37,89,110,109,151
751187109,11,75,851,75118,Paris 18e Arrondissement,752191,7511871,Goutte d'Or 9,H,0,1,167,190,84,88,166,317,1389,135,188,78,85,90,36,37,1712,438,57,72,192,331,185,438,866,207,20,39,108,159,94,239,846,231,37,34,83,172,90,198
751187110,11,75,851,75118,Paris 18e Arrondissement,752191,7511871,Goutte d'Or 10,H,0,1,385,501,395,244,691,563,4345,256,491,385,233,472,66,112,4961,1096,364,312,646,771,604,1168,2505,489,182,166,344,386,279,660,2456,607,182,146,302,386,325,508
751187201,11,75,851,75118,Paris 18e Arrondissement,752221,7511872,Chapelle 1,H,0,2,111,146,79,102,338,281,1293,62,144,78,93,184,15,49,1674,527,49,73,293,247,136,348,973,297,25,33,203,152,68,195,701,230,24,40,90,95,68,154
751187202,11,75,851,75118,Paris 18e Arrondissement,752221,7511872,Chapelle 2,H,0,1,104,97,54,42,253,416,1426,90,97,53,42,158,66,36,1836,365,58,96,209,207,240,660,1016,203,27,46,126,124,137,355,819,162,32,50,84,84,103,306
751187203,11,75,851,75118,Paris 18e Arrondissement,752221,7511872,Chapelle 3,H,0,2,169,123,51,48,160,155,1340,132,123,51,45,100,43,44,1472,329,81,61,147,210,209,436,781,158,32,19,112,112,123,226,691,172,49,42,35,98,86,209
751187204,11,75,851,75118,Paris 18e Arrondissement,752211,7511872,Chapelle 4,H,0,2,158,91,63,45,158,302,1555,101,91,63,42,94,36,35,1853,517,96,47,166,331,237,458,978,275,26,20,97,193,132,234,875,242,70,27,69,139,104,224
751187205,11,75,851,75118,Paris 18e Arrondissement,752211,7511872,Chapelle 5,H,0,1,167,233,139,109,297,439,2158,132,223,139,102,175,32,36,2659,571,115,132,386,525,310,620,1326,300,52,39,224,273,152,285,1333,270,62,93,162,252,158,334
751187206,11,75,851,75118,Paris 18e Arrondissement,752201,7511872,Chapelle 6,H,0,1,141,157,94,75,232,205,1553,101,156,94,75,149,19,37,1785,424,126,100,182,295,268,390,883,203,54,51,93,135,118,230,902,221,73,49,89,160,150,160
751187207,11,75,851,75118,Paris 18e Arrondissement,752211,7511872,Chapelle 7,H,0,2,140,216,240,103,357,329,1869,77,216,229,99,201,45,28,2284,496,76,118,256,328,264,747,1283,256,34,59,130,196,139,469,1001,240,42,58,127,131,125,277
751187208,11,75,851,75118,Paris 18e Arrondissement,752201,7511872,Chapelle 8,H,0,1,253,289,214,124,406,216,1995,159,288,201,118,246,12,44,2320,704,118,155,278,412,286,367,1085,345,60,78,140,207,109,147,1235,359,58,77,138,205,177,220
751187209,11,75,851,75118,Paris 18e Arrondissement,752201,7511872,Chapelle 9,H,0,1,157,213,123,121,272,274,1792,103,202,119,107,117,11,38,2185,784,208,102,389,389,190,123,1068,340,79,48,207,255,73,66,1117,444,128,54,181,135,117,57
751197301,11,75,851,75119,Paris 19e Arrondissement,752501,7511973,Villette 1,H,0,2,250,254,176,130,458,512,2747,183,249,156,121,288,66,75,3297,616,128,203,374,446,456,1074,1678,371,41,92,191,264,175,544,1619,245,87,111,183,181,281,530
751197302,11,75,851,75119,Paris 19e Arrondissement,752501,7511973,Villette 2,H,0,2,155,206,156,84,415,337,1724,95,199,150,84,277,45,16,2137,407,135,125,285,423,243,518,962,168,55,48,148,191,101,251,1176,240,80,77,137,232,142,267
751197303,11,75,851,75119,Paris 19e Arrondissement,752441,7511973,Villette 3,H,0,3,172,230,210,192,403,275,2104,121,221,202,192,257,33,65,2428,431,109,147,302,354,375,709,1162,228,44,47,150,172,154,368,1266,203,65,100,153,183,221,342
751197304,11,75,851,75119,Paris 19e Arrondissement,752451,7511973,Villette 4,H,0,2,99,109,71,63,293,332,1440,52,109,71,61,190,84,37,1755,297,45,114,195,269,239,596,886,148,17,52,127,125,84,333,869,149,28,62,68,144,155,263
751197305,11,75,851,75119,Paris 19e Arrondissement,752461,7511973,Villette 5,H,0,1,202,237,176,97,322,273,2356,115,237,171,97,205,39,70,2637,419,98,169,285,321,287,1058,1280,194,45,58,153,192,104,534,1357,224,53,111,132,129,183,524
751197306,11,75,851,75119,Paris 19e Arrondissement,752481,7511973,Villette 6,H,0,1,153,210,145,105,380,183,1656,114,208,141,105,208,12,40,1958,646,151,139,310,238,177,298,880,279,40,51,161,115,76,159,1078,366,111,88,149,123,101,140
751197307,11,75,851,75119,Paris 19e Arrondissement,752491,7511973,Villette 7,H,0,2,197,237,177,157,338,282,1919,123,237,177,157,218,54,62,2206,804,108,66,249,343,250,385,1177,440,48,36,142,168,136,208,1029,364,60,31,107,176,115,176
751197308,11,75,851,75119,Paris 19e Arrondissement,752491,7511973,Villette 8,H,0,1,159,238,120,84,324,250,2065,93,233,120,83,207,45,72,2315,604,143,165,344,406,288,365,1215,396,47,63,156,221,141,192,1100,208,96,103,187,185,148,173
751197309,11,75,851,75119,Paris 19e Arrondissement,752481,7511973,Villette 9,H,0,1,117,185,135,158,325,231,1907,81,182,134,153,165,20,59,2224,684,140,161,364,308,252,315,1045,317,54,82,180,137,121,154,1179,367,86,80,184,171,131,160
751197310,11,75,851,75119,Paris 19e Arrondissement,752481,7511973,Villette 10,H,0,1,264,395,310,243,428,240,2912,203,389,304,239,246,39,49,3250,873,240,287,505,576,323,446,1487,412,100,89,268,270,133,214,1763,461,140,198,237,306,189,232
751197311,11,75,851,75119,Paris 19e Arrondissement,752461,7511973,Villette 11,H,0,1,111,116,84,74,241,267,1639,75,112,84,71,193,43,55,1860,404,90,108,180,303,264,511,919,217,34,48,102,131,143,244,941,187,56,60,77,173,122,267
751197312,11,75,851,75119,Paris 19e Arrondissement,752451,7511973,Villette 12,H,0,1,111,150,133,91,306,164,1372,80,146,131,91,141,12,44,1644,511,179,108,252,250,102,243,770,238,68,35,114,120,64,130,875,273,110,73,138,130,38,113
751197313,11,75,851,75119,Paris 19e Arrondissement,752451,7511973,Villette 13,H,0,2,214,220,160,119,335,267,1820,153,218,160,118,190,37,39,2156,354,111,130,215,342,297,707,1018,153,45,34,121,173,136,357,1138,201,66,97,93,170,161,350
751197314,11,75,851,75119,Paris 19e Arrondissement,752461,7511973,Villette 14,H,0,2,135,129,102,43,288,204,1701,80,124,97,42,140,32,43,1980,374,149,123,208,381,222,523,935,163,58,47,119,179,117,251,1045,211,91,76,89,203,104,271
751197315,11,75,851,75119,Paris 19e Arrondissement,752471,7511973,Villette 15,H,0,1,190,287,137,122,315,254,2004,147,282,135,115,200,25,31,2325,524,114,153,262,416,294,563,1072,260,25,59,123,176,117,313,1253,264,89,94,140,240,176,250
751197316,11,75,851,75119,Paris 19e Arrondissement,752471,7511973,Villette 16,H,0,1,147,189,166,124,317,455,2189,79,185,161,124,175,51,59,2675,627,163,164,258,427,297,738,1394,313,52,82,180,215,118,435,1281,314,112,83,78,212,179,303
